Day,Actual,Prediction,Bought,Sold,Profit
1146,-0.3,0.065476584,,,85.6520862451
1147,0.23,0.763665033,,,85.6520862451
1148,0.2,-0.063565143,,,85.6520862451
1149,-0.14,0.240687564,,,85.6520862451
1150,0.07,0.580689913,,,85.6520862451
1151,0.76,0.246782926,0.09064792,,86.1448225337
1152,0.09,-0.485046393,0.25179978,,87.5323062974
1153,0.25,-0.459983728,-0.07050394,,87.1473426117
1154,-0.07,-0.568189361,0.42302364,,89.4652985349
1155,0.42,-0.217954769,,,89.4652985349
1156,-0.02,0.915736606,,,89.4652985349
1157,-0.1,-0.030287921,,,89.4652985349
1158,0.11,0.243402794,,,89.4652985349
1159,-0.18,0.262829884,,,89.4652985349
1160,-0.35,-0.043015296,,,89.4652985349
1161,-0.4,0.295588486,,,89.4652985349
1162,0.59,0.410991404,-0.18129584,,88.4598812797
1163,-0.18,-0.419578132,-0.02014398,,88.3484325168
1164,-0.02,-0.121520401,,,88.3484325168
1165,0.33,-0.046527688,-0.25179978,,86.9808139305
1166,-0.25,-0.172355355,,,86.9808139305
1167,0.06,-0.021867077,,,86.9808139305
1168,0.31,0.223697603,,,86.9808139305
1169,-0.09,0.278195639,,,86.9808139305
1170,0.51,0.613765469,,,86.9808139305
1171,0.12,0.004987147,,,86.9808139305
1172,0.4,-0.000378036,0.18042988,,87.884345359
1173,0.18,-0.357963634,-0.33078812,,86.2238784668
1174,-0.33,-0.466886151,,,86.2238784668
1175,0.26,0.036464821,,,86.2238784668
1176,0.3,0.281104621,-0.29069259,,84.7940419693
1177,-0.29,-0.188116983,,,84.7940419693
1178,0.22,0.674012512,,,84.7940419693
1179,0.41,-0.086376437,,,84.7940419693
1180,-0.16,0.185656801,-0.4009553,,82.8650853645
1181,-0.4,-0.228739446,0.35083589,,84.5609725027
1182,0.35,-0.220224707,-0.46109859,,82.3185518271
1183,-0.46,-0.154253468,,,82.3185518271
1184,0.16,0.266574036,,,82.3185518271
1185,-0.17,0.036578702,,,82.3185518271
1186,-0.17,0.010647978,,,82.3185518271
1187,-0.23,0.242347282,,,82.3185518271
1188,0.65,0.337401564,,,82.3185518271
1189,0.17,-0.049473645,-0.13,,81.6959773134
1190,-0.13,-0.176637021,,,81.6959773134
1191,0.17,0.082990554,,,81.6959773134
1192,-0.33,0.096212959,-0.26,,80.4284443351
1193,-0.26,-0.175116222,,,80.4284443351
1194,0.07,-0.050461611,,,80.4284443351
1195,0.53,0.038106683,,,80.4284443351
1196,0.36,0.04346996,,,80.4284443351
1197,0.17,-0.003209083,,,80.4284443351
